PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,SourceURL
473,1,2,female,33,1,2,27.75,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
474,1,2,female,23,0,0,13.7917,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
475,0,3,female,22,0,0,9.8375,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
476,0,1,male,,0,0,52,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
477,0,2,male,34,1,0,21,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
478,0,3,male,29,1,0,7.0458,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
479,0,3,male,22,0,0,7.5208,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
480,1,3,female,2,0,1,12.2875,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
481,0,3,male,9,5,2,46.9,S,8,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
482,0,2,male,,0,0,0,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
483,0,3,male,50,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
484,1,3,female,63,0,0,9.5875,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
485,1,1,male,25,1,0,91.0792,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
486,0,3,female,,3,1,25.4667,S,5,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
487,1,1,female,35,1,0,90,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
488,0,1,male,58,0,0,29.7,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
489,0,3,male,30,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
490,1,3,male,9,1,1,15.9,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
491,0,3,male,,1,0,19.9667,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
492,0,3,male,21,0,0,7.25,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
493,0,1,male,55,0,0,30.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
494,0,1,male,71,0,0,49.5042,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
495,0,3,male,21,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
496,0,3,male,,0,0,14.4583,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
497,1,1,female,54,1,0,78.2667,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
498,0,3,male,,0,0,15.1,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
499,0,1,female,25,1,2,151.55,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
500,0,3,male,24,0,0,7.7958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
501,0,3,male,17,0,0,8.6625,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
502,0,3,female,21,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
503,0,3,female,,0,0,7.6292,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
504,0,3,female,37,0,0,9.5875,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
505,1,1,female,16,0,0,86.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
506,0,1,male,18,1,0,108.9,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
507,1,2,female,33,0,2,26,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
508,1,1,male,,0,0,26.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
509,0,3,male,28,0,0,22.525,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
510,1,3,male,26,0,0,56.4958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
511,1,3,male,29,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
512,0,3,male,,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
513,1,1,male,36,0,0,26.2875,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
514,1,1,female,54,1,0,59.4,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
515,0,3,male,24,0,0,7.4958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
516,0,1,male,47,0,0,34.0208,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
517,1,2,female,34,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
518,0,3,male,,0,0,24.15,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
519,1,2,female,36,1,0,26,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
520,0,3,male,32,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
521,1,1,female,30,0,0,93.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
522,0,3,male,22,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
523,0,3,male,,0,0,7.225,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
524,1,1,female,44,0,1,57.9792,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
525,0,3,male,,0,0,7.2292,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
526,0,3,male,40.5,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
527,1,2,female,50,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
528,0,1,male,,0,0,221.7792,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
529,0,3,male,39,0,0,7.925,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
530,0,2,male,23,2,1,11.5,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
531,1,2,female,2,1,1,26,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
532,0,3,male,,0,0,7.2292,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
533,0,3,male,17,1,1,7.2292,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
534,1,3,female,,0,2,22.3583,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
535,0,3,female,30,0,0,8.6625,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
536,1,2,female,7,0,2,26.25,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
537,0,1,male,45,0,0,26.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
538,1,1,female,30,0,0,106.425,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
539,0,3,male,,0,0,14.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
540,1,1,female,22,0,2,49.5,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
541,1,1,female,36,0,2,71,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
542,0,3,female,9,4,2,31.275,S,7,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
543,0,3,female,11,4,2,31.275,S,7,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
544,1,2,male,32,1,0,26,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
545,0,1,male,50,1,0,106.425,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
546,0,1,male,64,0,0,26,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
547,1,2,female,19,1,0,26,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
548,1,2,male,,0,0,13.8625,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
549,0,3,male,33,1,1,20.525,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
550,1,2,male,8,1,1,36.75,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
551,1,1,male,17,0,2,110.8833,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
552,0,2,male,27,0,0,26,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
553,0,3,male,,0,0,7.8292,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
554,1,3,male,22,0,0,7.225,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
555,1,3,female,22,0,0,7.775,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
556,0,1,male,62,0,0,26.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
557,1,1,female,48,1,0,39.6,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
558,0,1,male,,0,0,227.525,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
559,1,1,female,39,1,1,79.65,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
560,1,3,female,36,1,0,17.4,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
561,0,3,male,,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
562,0,3,male,40,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
563,0,2,male,28,0,0,13.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
564,0,3,male,,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
565,0,3,female,,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
566,0,3,male,24,2,0,24.15,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
567,0,3,male,19,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
568,0,3,female,29,0,4,21.075,S,5,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
569,0,3,male,,0,0,7.2292,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
570,1,3,male,32,0,0,7.8542,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
571,1,2,male,62,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
572,1,1,female,53,2,0,51.4792,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
573,1,1,male,36,0,0,26.3875,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
574,1,3,female,,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
575,0,3,male,16,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
576,0,3,male,19,0,0,14.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
577,1,2,female,34,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
578,1,1,female,39,1,0,55.9,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
579,0,3,female,,1,0,14.4583,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
580,1,3,male,32,0,0,7.925,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
581,1,2,female,25,1,1,30,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
582,1,1,female,39,1,1,110.8833,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
583,0,2,male,54,0,0,26,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
584,0,1,male,36,0,0,40.125,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
585,0,3,male,,0,0,8.7125,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
586,1,1,female,18,0,2,79.65,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
587,0,2,male,47,0,0,15,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
588,1,1,male,60,1,1,79.2,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
589,0,3,male,22,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
590,0,3,male,,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
591,0,3,male,35,0,0,7.125,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
592,1,1,female,52,1,0,78.2667,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
593,0,3,male,47,0,0,7.25,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
594,0,3,female,,0,2,7.75,Q,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
595,0,2,male,37,1,0,26,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
596,0,3,male,36,1,1,24.15,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
597,1,2,female,,0,0,33,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
598,0,3,male,49,0,0,0,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
599,0,3,male,,0,0,7.225,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
600,1,1,male,49,1,0,56.9292,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
601,1,2,female,24,2,1,27,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
602,0,3,male,,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
603,0,1,male,,0,0,42.4,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
604,0,3,male,44,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
605,1,1,male,35,0,0,26.55,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
606,0,3,male,36,1,0,15.55,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
607,0,3,male,30,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
608,1,1,male,27,0,0,30.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
609,1,2,female,22,1,2,41.5792,C,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
610,1,1,female,40,0,0,153.4625,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
611,0,3,female,39,1,5,31.275,S,7,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
612,0,3,male,,0,0,7.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
613,1,3,female,,1,0,15.5,Q,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
614,0,3,male,,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
615,0,3,male,35,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
616,1,2,female,24,1,2,65,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
617,0,3,male,34,1,1,14.4,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
618,0,3,female,26,1,0,16.1,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
619,1,2,female,4,2,1,39,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
620,0,2,male,26,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
621,0,3,male,27,1,0,14.4542,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
622,1,1,male,42,1,0,52.5542,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
623,1,3,male,20,1,1,15.7417,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
624,0,3,male,21,0,0,7.8542,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
625,0,3,male,21,0,0,16.1,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
626,0,1,male,61,0,0,32.3208,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
627,0,2,male,57,0,0,12.35,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
628,1,1,female,21,0,0,77.9583,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
629,0,3,male,26,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
630,0,3,male,,0,0,7.7333,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
631,1,1,male,80,0,0,30,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
632,0,3,male,51,0,0,7.0542,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
633,1,1,male,32,0,0,30.5,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
634,0,1,male,,0,0,0,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
635,0,3,female,9,3,2,27.9,S,6,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
636,1,2,female,28,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
637,0,3,male,32,0,0,7.925,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
638,0,2,male,31,1,1,26.25,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
639,0,3,female,41,0,5,39.6875,S,6,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
640,0,3,male,,1,0,16.1,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
641,0,3,male,20,0,0,7.8542,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
642,1,1,female,24,0,0,69.3,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
643,0,3,female,2,3,2,27.9,S,6,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
644,1,3,male,,0,0,56.4958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
645,1,3,female,0.75,2,1,19.2583,C,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
646,1,1,male,48,1,0,76.7292,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
647,0,3,male,19,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
648,1,1,male,56,0,0,35.5,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
649,0,3,male,,0,0,7.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
650,1,3,female,23,0,0,7.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
651,0,3,male,,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
652,1,2,female,18,0,1,23,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
653,0,3,male,21,0,0,8.4333,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
654,1,3,female,,0,0,7.8292,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
655,0,3,female,18,0,0,6.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
656,0,2,male,24,2,0,73.5,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
657,0,3,male,,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
658,0,3,female,32,1,1,15.5,Q,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
659,0,2,male,23,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
660,0,1,male,58,0,2,113.275,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
661,1,1,male,50,2,0,133.65,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
662,0,3,male,40,0,0,7.225,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
663,0,1,male,47,0,0,25.5875,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
664,0,3,male,36,0,0,7.4958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
665,1,3,male,20,1,0,7.925,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
666,0,2,male,32,2,0,73.5,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
667,0,2,male,25,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
668,0,3,male,,0,0,7.775,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
669,0,3,male,43,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
670,1,1,female,,1,0,52,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
671,1,2,female,40,1,1,39,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
672,0,1,male,31,1,0,52,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
673,0,2,male,70,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
674,1,2,male,31,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
675,0,2,male,,0,0,0,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
676,0,3,male,18,0,0,7.775,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
677,0,3,male,24.5,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
678,1,3,female,18,0,0,9.8417,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
679,0,3,female,43,1,6,46.9,S,8,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
680,1,1,male,36,0,1,512.3292,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
681,0,3,female,,0,0,8.1375,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
682,1,1,male,27,0,0,76.7292,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
683,0,3,male,20,0,0,9.225,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
684,0,3,male,14,5,2,46.9,S,8,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
685,0,2,male,60,1,1,39,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
686,0,2,male,25,1,2,41.5792,C,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
687,0,3,male,14,4,1,39.6875,S,6,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
688,0,3,male,19,0,0,10.1708,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
689,0,3,male,18,0,0,7.7958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
690,1,1,female,15,0,1,211.3375,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
691,1,1,male,31,1,0,57,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
692,1,3,female,4,0,1,13.4167,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
693,1,3,male,,0,0,56.4958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
694,0,3,male,25,0,0,7.225,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
695,0,1,male,60,0,0,26.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
696,0,2,male,52,0,0,13.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
697,0,3,male,44,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
698,1,3,female,,0,0,7.7333,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
699,0,1,male,49,1,1,110.8833,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
700,0,3,male,42,0,0,7.65,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
701,1,1,female,18,1,0,227.525,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
702,1,1,male,35,0,0,26.2875,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
703,0,3,female,18,0,1,14.4542,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
704,0,3,male,25,0,0,7.7417,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
705,0,3,male,26,1,0,7.8542,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
706,0,2,male,39,0,0,26,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
707,1,2,female,45,0,0,13.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
708,1,1,male,42,0,0,26.2875,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
