SourceRecordID,SizeSqFt,Bedrooms,Bathrooms,GarageCars,LotAreaSqFt,Neighborhood,OverallQuality,AgeAtSaleYears,SalePriceUSD
790,"2,087",5,2.5,2,"12,205",ClearCr,6,41,"187,500"
791,"1,145",2,2.0,2,"3,182",Blmngtn,7,4,"160,200"
792,"1,062",3,1.0,2,"11,333",Mitchel,6,31,"146,800"
793,"2,013",3,2.5,2,"9,920",NoRidge,7,11,"269,790"
794,"1,496",3,2.0,2,"9,158",Somerst,8,0,"225,000"
795,"1,895",3,2.5,2,"10,832",Gilbert,7,14,"194,500"
796,"1,564",3,2.5,2,"8,400",SawyerW,6,30,"171,000"
797,"1,285",3,1.5,2,"8,197",Sawyer,6,30,"143,500"
798,773,2,1.0,1,"7,677",NAmes,5,55,"110,000"
799,"3,140",4,3.5,3,"13,518",NridgHt,9,1,"485,000"
800,"1,768",3,1.5,1,"7,200",SWISU,5,70,"175,000"
801,"1,688",4,2.5,2,"12,798",ClearCr,6,11,"200,000"
802,"1,196",2,1.0,2,"4,800",IDOTRR,4,91,"109,900"
803,"1,456",3,2.5,2,"8,199",CollgCr,7,3,"189,000"
804,"2,822",4,3.5,3,"13,891",NridgHt,9,1,"582,933"
805,"1,128",2,1.0,1,"9,000",NAmes,5,52,"118,000"
806,"1,428",3,2.0,2,"12,274",Somerst,7,0,"227,680"
807,980,3,2.0,1,"9,750",NAmes,5,39,"135,500"
808,"1,576",3,1.5,2,"21,384",BrkSide,5,86,"223,500"
809,"1,086",3,1.0,2,"13,400",NAmes,5,40,"159,950"
810,"2,138",2,2.0,2,"8,100",OldTown,5,111,"106,000"
811,"1,309",3,1.5,2,"10,140",NWAmes,6,32,"181,000"
812,848,1,1.0,2,"4,438",CollgCr,6,4,"144,500"
813,"1,044",2,1.0,2,"8,712",IDOTRR,5,58,"55,993"
814,"1,442",4,1.5,1,"9,750",NAmes,6,49,"157,900"
815,"1,250",3,1.5,1,"8,248",Edwards,5,88,"116,000"
816,"1,661",3,2.0,2,"12,137",CollgCr,7,12,"224,900"
817,"1,008",2,1.0,1,"11,425",NAmes,5,52,"137,000"
818,"1,689",3,2.0,3,"13,265",Mitchel,8,6,"271,000"
819,"1,052",3,1.0,2,"8,816",ClearCr,6,39,"155,000"
820,"1,358",2,2.0,2,"6,371",NridgHt,7,1,"224,000"
821,"1,640",3,2.5,2,"7,226",CollgCr,7,5,"183,000"
822,936,2,1.0,2,"6,000",OldTown,4,56,"93,000"
823,"1,733",3,2.5,2,"12,394",Gilbert,7,4,"225,000"
824,"1,489",3,2.0,1,"9,900",SWISU,6,69,"139,500"
825,"1,489",3,2.0,2,"11,216",Somerst,8,0,"232,600"
826,"2,084",2,2.0,3,"14,803",NridgHt,10,1,"385,000"
827,784,2,1.0,0,"6,130",BrkSide,5,84,"109,500"
828,"1,434",3,2.0,2,"8,529",SawyerW,7,8,"189,000"
829,"2,126",3,2.5,2,"28,698",ClearCr,5,42,"185,000"
830,"1,223",2,2.5,2,"2,544",Somerst,7,1,"147,400"
831,"1,392",3,1.5,2,"11,900",NAmes,6,51,"166,000"
832,"1,200",2,2.5,2,"3,180",Somerst,7,1,"151,000"
833,"1,829",3,2.5,2,"9,548",CollgCr,7,7,"237,000"
834,"1,516",3,1.5,2,"10,004",NAmes,6,45,"167,000"
835,"1,144",3,1.0,2,"7,875",NAmes,5,47,"139,950"
836,"1,067",2,2.0,2,"9,600",Sawyer,4,60,"128,000"
837,"1,559",2,1.0,2,"8,100",OldTown,5,59,"153,500"
838,987,2,1.5,1,"1,680",BrDale,6,35,"100,000"
839,"1,099",3,1.5,1,"9,525",CollgCr,5,13,"144,000"
840,"1,200",3,1.0,1,"11,767",Edwards,5,62,"130,500"
841,"1,482",4,2.0,1,"12,155",SWISU,6,83,"140,000"
842,"1,539",3,2.0,2,"10,440",OldTown,5,104,"157,500"
843,"1,165",3,1.5,2,"9,020",NAmes,6,42,"174,900"
844,"1,800",6,2.0,0,"8,000",NAmes,5,46,"141,000"
845,"1,416",4,1.5,3,"12,665",OldTown,5,93,"153,900"
846,"1,701",3,2.0,2,"16,647",Sawyer,5,32,"171,000"
847,"1,775",3,2.5,2,"9,317",SawyerW,7,16,"213,000"
848,864,3,1.0,1,"15,523",CollgCr,5,37,"133,500"
849,"2,358",5,3.0,2,"45,600",ClearCr,6,100,"240,000"
850,"1,855",3,2.5,2,"9,600",Veenker,6,31,"187,000"
851,848,1,1.0,2,"4,435",CollgCr,6,4,"131,500"
852,"1,456",2,2.0,2,"3,196",Blmngtn,8,3,"215,000"
853,"1,646",4,2.0,1,"7,128",Crawfor,7,66,"164,000"
854,"1,445",3,1.5,2,"12,095",NAmes,6,45,"158,000"
855,"1,779",3,1.5,2,"17,920",Sawyer,5,51,"170,000"
856,"1,040",3,1.5,1,"6,897",Sawyer,5,48,"127,000"
857,"1,026",3,1.0,2,"10,970",CollgCr,6,30,"147,000"
858,"1,481",3,2.5,2,"8,125",Gilbert,6,15,"174,000"
859,"1,370",3,2.0,2,"10,400",NWAmes,7,33,"152,000"
860,"2,654",4,2.5,2,"11,029",NWAmes,6,38,"250,000"
861,"1,426",3,1.5,1,"7,642",Crawfor,7,89,"189,950"
862,"1,039",3,1.5,2,"11,625",Sawyer,5,45,"131,500"
863,"1,097",3,2.0,2,"9,672",SawyerW,6,26,"152,000"
864,"1,148",3,1.0,1,"7,931",NAmes,5,50,"132,500"
865,"1,372",3,2.0,2,"8,640",Somerst,7,1,"250,580"
866,"1,002",3,1.0,2,"8,750",NAmes,5,39,"148,500"
867,"1,646",3,2.0,3,"10,656",Timber,8,1,"248,900"
868,"1,120",3,1.5,2,"6,970",Sawyer,4,46,"129,000"
869,"2,320",2,2.0,2,"14,762",Gilbert,5,58,"169,000"
870,"1,949",3,2.5,2,"9,938",SawyerW,7,17,"236,000"
871,894,2,1.0,1,"6,600",NAmes,5,47,"109,500"
872,"1,682",3,2.5,2,"8,750",CollgCr,6,12,"200,500"
873,910,3,1.0,2,"8,892",NAmes,5,55,"116,000"
874,"1,268",3,1.0,1,"12,144",NAmes,5,60,"133,000"
875,"1,131",3,1.5,1,"5,720",OldTown,5,68,"66,500"
876,"2,610",4,2.5,2,"9,000",Somerst,8,0,"303,477"
877,"1,040",3,1.0,2,"25,286",Mitchel,4,44,"132,250"
878,"2,224",4,2.5,3,"8,834",NridgHt,9,5,"350,000"
879,"1,155",3,1.0,2,"11,782",Sawyer,5,49,"148,000"
880,864,3,1.0,1,"7,000",CollgCr,5,31,"136,500"
881,"1,090",2,1.5,2,"7,024",Edwards,5,2,"157,000"
882,"1,717",3,2.5,2,"13,758",Timber,7,17,"187,500"
883,"1,593",3,2.5,2,"9,636",Gilbert,6,17,"178,000"
884,"2,230",5,1.0,1,"6,204",SWISU,4,94,"118,500"
885,892,3,1.0,1,"7,150",NAmes,5,42,"100,000"
886,"1,709",2,2.0,2,"5,119",Somerst,9,9,"328,900"
887,"1,712",4,2.0,2,"8,393",NAmes,5,47,"145,000"
888,"1,393",3,1.5,1,"16,466",Edwards,5,53,"135,500"
889,"2,217",4,2.0,2,"15,865",NAmes,8,37,"268,000"
890,"1,505",2,1.0,2,"12,160",NAmes,6,56,"149,500"
891,924,3,1.0,2,"8,064",NAmes,5,58,"122,900"
892,"1,683",3,2.5,2,"11,184",Sawyer,6,31,"172,500"
893,"1,068",3,1.0,1,"8,414",Sawyer,6,43,"154,500"
894,"1,383",3,1.0,1,"13,284",Sawyer,5,54,"165,000"
895,"1,535",4,2.0,2,"7,018",SawyerW,5,30,"118,858"
896,"1,796",4,1.5,2,"7,056",NAmes,6,45,"140,000"
897,951,2,1.0,1,"8,765",IDOTRR,4,70,"106,500"
898,"2,240",6,2.0,2,"7,018",SawyerW,5,30,"142,953"
899,"2,364",2,2.5,3,"12,919",NridgHt,9,1,"611,657"
900,"1,236",3,1.0,1,"6,993",Sawyer,5,45,"135,000"
901,858,2,1.0,1,"7,340",NAmes,4,36,"110,000"
902,"1,306",2,1.0,1,"8,712",NAmes,5,52,"153,000"
903,"1,509",3,2.5,2,"7,875",Gilbert,7,3,"180,000"
904,"1,670",3,2.0,3,"14,859",Gilbert,7,0,"240,000"
905,902,3,1.0,1,"6,173",Sawyer,5,40,"125,500"
906,"1,063",3,1.0,1,"9,920",NAmes,5,56,"128,000"
907,"1,636",3,2.0,3,"13,501",Somerst,8,1,"255,000"
908,"2,057",3,1.5,1,"11,500",Crawfor,7,70,"250,000"
909,902,2,1.0,2,"8,885",Mitchel,5,23,"131,000"
910,"1,484",3,2.5,2,"12,589",Gilbert,6,4,"174,000"
911,"2,274",5,2.0,2,"11,600",NAmes,5,50,"154,300"
912,"1,268",3,1.5,1,"9,286",CollgCr,5,32,"143,500"
913,"1,015",3,1.0,1,"6,120",BrkSide,5,81,"88,000"
914,"2,002",4,2.0,3,"6,270",Crawfor,5,58,"145,000"
915,"1,224",2,2.5,2,"3,000",Somerst,6,0,"173,733"
916,"1,092",3,1.5,1,"2,001",MeadowV,4,37,"75,000"
917,480,1,0.0,1,"9,000",IDOTRR,2,57,"35,311"
918,"1,229",3,1.0,1,"17,140",Edwards,4,53,"135,000"
919,"2,127",4,2.5,3,"13,125",SawyerW,7,16,"238,000"
920,"1,414",3,1.0,2,"11,029",NAmes,6,50,"176,500"
921,"1,721",3,2.5,2,"8,462",SawyerW,6,13,"201,000"
922,"2,200",4,3.0,0,"8,777",Edwards,5,108,"145,900"
923,"1,316",3,2.0,2,"10,237",Gilbert,6,1,"169,990"
924,"1,617",2,2.0,2,"8,012",SawyerW,6,15,"193,000"
925,"1,686",3,2.0,2,"10,240",NWAmes,6,26,"207,500"
926,"1,126",3,2.0,2,"15,611",NWAmes,5,31,"175,000"
927,"2,374",4,2.5,3,"11,999",NridgHt,8,4,"285,000"
928,"1,978",4,2.5,2,"9,900",NWAmes,7,40,"176,000"
929,"1,788",3,2.0,2,"11,838",CollgCr,8,8,"236,500"
930,"2,236",4,2.5,2,"13,006",Gilbert,7,9,"222,000"
931,"1,466",3,2.0,3,"8,925",Timber,8,2,"201,000"
932,925,2,1.0,1,"9,100",NAmes,5,44,"117,500"
933,"1,905",3,2.0,3,"11,670",Somerst,9,1,"320,000"
934,"1,500",3,2.0,2,"8,487",CollgCr,7,5,"190,000"
935,"2,069",4,2.0,2,"27,650",NAmes,7,48,"242,000"
936,747,1,1.0,2,"5,825",BrkSide,4,80,"79,900"
937,"1,200",2,2.0,2,"10,083",SawyerW,7,6,"184,900"
938,"1,971",3,2.5,2,"9,675",Somerst,7,4,"253,000"
939,"1,962",3,2.5,3,"8,760",CollgCr,7,0,"239,799"
940,"2,403",4,2.0,1,"24,090",ClearCr,7,70,"244,400"
941,"1,728",4,2.0,2,"12,640",Mitchel,6,30,"150,900"
942,"2,060",3,2.5,2,"8,755",Gilbert,7,10,"214,000"
943,"1,440",4,2.0,0,"7,711",Edwards,4,30,"150,000"
944,"1,632",4,2.0,2,"25,000",Mitchel,5,40,"143,000"
945,"1,344",3,1.0,2,"14,375",Timber,6,51,"137,500"
946,"1,869",2,1.0,2,"8,820",OldTown,5,119,"124,900"
947,"1,144",3,1.0,1,"8,163",NAmes,5,47,"143,000"
948,"1,629",3,2.0,3,"14,536",Timber,8,5,"270,000"
949,"1,776",3,2.5,2,"14,006",CollgCr,7,4,"192,500"
950,"1,381",3,1.5,2,"9,360",NWAmes,6,38,"197,500"
951,864,3,1.0,2,"7,200",NAmes,5,57,"129,000"
952,965,3,1.0,1,"7,800",SawyerW,5,41,"119,900"
953,768,2,1.0,1,"7,200",CollgCr,5,37,"133,900"
954,"1,968",4,2.5,2,"11,075",Mitchel,5,39,"172,000"
955,980,4,2.0,0,"9,400",Edwards,6,31,"127,500"
956,"1,958",4,2.0,2,"7,136",Crawfor,6,61,"145,000"
957,"1,229",2,1.5,2,"1,300",Blueste,6,29,"124,000"
958,"1,057",3,1.0,2,"7,420",Sawyer,5,45,"132,000"
959,"1,337",3,2.0,2,"8,450",CollgCr,7,4,"185,000"
960,"1,416",3,2.5,2,"2,572",Somerst,7,11,"155,000"
961,858,2,1.0,0,"7,207",BrkSide,5,52,"116,500"
962,"2,872",4,2.5,2,"12,227",NWAmes,6,31,"272,000"
963,"1,548",3,2.5,2,"2,308",NPkVill,6,31,"155,000"
964,"1,800",2,2.0,2,"11,923",CollgCr,9,2,"239,000"
965,"1,894",4,2.5,2,"11,316",Timber,7,8,"214,900"
966,"1,484",3,2.5,2,"10,237",Gilbert,6,2,"178,900"
967,"1,308",2,1.5,1,"9,600",Crawfor,5,69,"160,000"
968,"1,098",3,1.0,1,"7,390",NAmes,5,53,"135,000"
969,968,2,1.0,0,"5,925",OldTown,3,99,"37,900"
970,"1,095",2,1.0,1,"10,382",NAmes,6,48,"140,000"
971,"1,192",4,1.5,0,"10,800",NAmes,4,57,"135,000"
972,"1,626",2,2.0,2,"2,268",NridgHt,7,6,"173,000"
973,918,2,2.0,1,"7,892",SawyerW,6,31,"99,500"
974,"1,428",3,2.0,2,"11,639",Somerst,7,1,"182,000"
975,"2,019",3,1.0,2,"11,414",BrkSide,7,99,"167,500"
976,"1,382",3,2.5,2,"2,651",Somerst,7,6,"165,000"
977,869,2,1.0,0,"5,900",BrkSide,4,83,"85,500"
978,"1,241",1,1.5,2,"4,274",Somerst,7,1,"199,900"
979,894,3,1.0,2,"9,450",Edwards,4,53,"110,000"
980,"1,121",3,1.0,2,"8,816",Sawyer,5,46,"139,000"
981,999,3,1.0,2,"12,122",NAmes,7,47,"178,400"
982,"2,612",4,2.5,3,"12,203",NoRidge,8,11,"336,000"
983,"1,266",2,2.0,2,"3,182",Blmngtn,7,1,"159,895"
984,"2,290",4,2.5,2,"11,250",CollgCr,8,6,"255,900"
985,"1,734",4,2.0,2,"10,125",Mitchel,5,32,"126,000"
986,"1,164",3,1.0,1,"10,880",Edwards,5,58,"125,000"
987,"1,635",2,1.0,1,"5,310",OldTown,6,96,"117,000"
988,"1,940",3,2.5,3,"10,159",NridgHt,9,1,"395,192"
989,"2,030",4,2.5,2,"12,046",NWAmes,6,31,"195,000"
990,"1,576",3,2.5,2,"8,125",Somerst,7,0,"197,000"
991,"2,392",3,2.5,3,"9,452",NoRidge,8,9,"348,000"
992,"1,742",4,1.5,2,"17,671",OldTown,8,127,"168,000"
993,"1,851",3,2.5,2,"9,760",NAmes,6,43,"187,000"
994,"1,500",3,2.5,2,"8,846",CollgCr,6,1,"173,900"
995,"1,718",3,2.0,3,"12,456",NridgHt,10,3,"337,500"
996,"1,230",3,1.5,1,"4,712",BrkSide,4,60,"121,600"
997,"1,050",3,1.0,1,"10,659",NAmes,5,45,"136,500"
998,"1,442",2,2.0,2,"11,717",NWAmes,6,39,"185,000"
999,"1,077",3,1.0,1,"9,786",IDOTRR,3,84,"91,000"
1000,"1,208",2,2.0,2,"6,762",CollgCr,7,4,"206,000"
1001,944,2,1.0,2,"10,206",Edwards,3,57,"82,000"
1002,691,2,1.0,1,"5,400",OldTown,5,87,"86,000"
1003,"1,574",3,2.0,3,"11,957",Somerst,8,2,"232,000"
1004,"1,680",4,2.0,2,"11,500",NWAmes,5,31,"136,905"
1005,"1,504",1,2.0,2,"3,182",Blmngtn,7,4,"181,000"
1006,985,3,2.0,1,"8,385",CollgCr,5,31,"149,900"
1007,"1,657",3,2.0,2,"12,155",NAmes,6,37,"163,500"
1008,"1,092",3,1.5,1,"2,217",MeadowV,4,39,"88,000"
1009,"1,710",3,2.0,2,"12,118",Mitchel,7,5,"240,000"
1010,"1,522",4,2.0,0,"6,000",SWISU,5,80,"102,000"
1011,"1,271",4,2.0,1,"21,286",Sawyer,5,60,"135,000"
1012,"1,664",4,2.0,0,"9,825",Edwards,5,45,"100,000"
1013,"1,502",3,1.5,1,"10,592",Crawfor,6,84,"165,000"
1014,"1,022",2,1.0,1,"7,200",OldTown,5,99,"85,000"
1015,"1,082",2,1.0,1,"11,664",NAmes,6,59,"119,200"
1016,"1,665",3,2.5,2,"8,400",NWAmes,8,8,"227,000"
1017,"1,504",3,2.0,2,"11,883",CollgCr,7,13,"203,000"
1018,"1,360",1,1.0,2,"5,814",StoneBr,8,25,"187,500"
1019,"1,472",3,2.5,2,"10,784",Gilbert,7,16,"160,000"
1020,"1,506",2,2.0,2,"3,013",Blmngtn,7,1,"213,490"
1021,"1,132",2,1.5,2,"7,024",Edwards,4,3,"176,000"
1022,"1,220",2,2.0,2,"7,406",CollgCr,7,0,"194,000"
1023,"1,248",2,1.0,1,"9,439",OldTown,5,77,"87,000"
1024,"1,504",2,2.0,2,"3,182",Blmngtn,7,3,"191,000"
1025,"2,898",2,2.0,2,"15,498",Timber,8,32,"287,000"
1026,882,3,1.0,2,"7,700",CollgCr,5,35,"112,500"
1027,"1,264",3,1.0,2,"9,300",NAmes,5,50,"167,500"
1028,"1,646",3,2.0,3,"9,520",Timber,8,1,"293,077"
1029,"1,376",3,1.0,1,"9,492",NAmes,5,66,"105,000"
1030,"1,218",3,1.5,1,"1,680",BrDale,6,34,"118,000"
1031,"1,928",5,2.0,0,"7,082",SWISU,5,90,"160,000"
1032,"3,082",5,2.5,2,"15,863",SWISU,7,89,"197,000"
1033,"2,520",5,2.5,3,"14,541",NoRidge,8,13,"310,000"
1034,"1,654",3,2.0,3,"8,125",CollgCr,7,4,"230,000"
1035,954,2,1.0,1,"6,305",Crawfor,5,69,"119,750"
1036,845,3,1.0,1,"11,500",Edwards,4,52,"84,000"
1037,"1,620",2,2.0,3,"12,898",Timber,9,2,"315,500"
1038,"2,263",3,2.5,2,"9,240",CollgCr,8,7,"287,000"
1039,"1,344",3,1.5,0,"1,533",MeadowV,4,39,"97,000"
1040,630,1,1.0,1,"1,477",MeadowV,4,39,"80,000"
1041,"1,803",3,2.0,2,"13,125",Sawyer,5,49,"155,000"
1042,"1,632",4,1.5,2,"9,130",NWAmes,6,42,"173,000"
1043,"1,306",1,2.0,2,"5,381",NridgHt,6,4,"196,000"
1044,"2,329",4,2.5,2,"11,839",SawyerW,7,18,"262,280"
1045,"2,524",4,2.5,2,"9,600",NWAmes,8,28,"278,000"
1046,"1,733",4,2.0,2,"13,680",Edwards,3,54,"139,600"
1047,"2,868",4,3.5,3,"16,056",StoneBr,9,1,"556,581"
1048,990,3,1.0,2,"9,245",CollgCr,5,14,"145,000"
1049,"1,771",3,1.0,2,"21,750",Mitchel,5,49,"115,000"
1050,930,2,1.0,1,"11,100",Edwards,4,64,"84,900"
1051,"1,302",3,2.0,2,"8,993",Gilbert,7,0,"176,485"
1052,"1,316",3,2.0,2,"11,175",CollgCr,7,0,"200,141"
1053,"1,977",4,1.5,2,"9,500",NAmes,6,43,"165,000"
1054,"1,526",4,1.0,1,"8,562",Edwards,5,53,"144,500"
1055,"1,989",3,2.5,2,"11,367",CollgCr,8,4,"255,000"
1056,"1,523",3,2.0,2,"11,361",NWAmes,6,32,"180,000"
1057,"1,364",2,2.0,2,"7,052",NridgHt,7,1,"185,850"
1058,"1,850",3,2.5,2,"29,959",NoRidge,7,15,"248,000"
1059,"2,184",3,2.5,3,"11,308",NridgHt,9,1,"335,000"
1060,"1,991",3,1.5,2,"11,275",Crawfor,6,75,"220,000"
1061,"1,338",2,2.0,2,"4,920",StoneBr,8,9,"213,500"
1062,894,2,1.0,3,"18,000",IDOTRR,3,73,"81,000"
1063,"2,337",5,2.0,2,"13,600",OldTown,5,107,"90,000"
1064,"1,103",2,1.0,2,"6,000",OldTown,6,81,"110,500"
1065,"1,154",3,1.5,2,"11,000",NAmes,5,43,"154,000"
1066,"2,260",3,2.5,2,"14,000",ClearCr,7,14,"328,000"
1067,"1,571",3,2.5,2,"7,837",Gilbert,6,16,"178,000"
1068,"1,611",4,1.5,2,"9,760",NAmes,6,44,"167,900"
1069,"2,521",5,2.5,2,"3,964",MeadowV,6,33,"151,400"
1070,893,2,1.0,2,"9,600",NAmes,5,58,"135,000"
1071,"1,048",3,1.0,1,"10,152",NAmes,5,51,"135,000"
1072,"1,556",4,1.5,2,"11,700",NWAmes,6,41,"154,000"
1073,"1,456",4,1.0,1,"7,585",Edwards,5,58,"91,500"
1074,"1,426",3,1.5,2,"7,950",Edwards,6,32,"159,500"
1075,"1,240",2,2.0,3,"8,556",CollgCr,7,1,"194,000"
1076,"1,740",3,1.5,1,"13,125",Crawfor,7,67,"219,500"
1077,"1,466",3,2.0,2,"10,800",OldTown,5,70,"170,000"
1078,"1,096",3,1.0,1,"15,870",NAmes,5,37,"138,800"
1079,848,1,1.0,2,"4,435",CollgCr,6,2,"155,900"
1080,990,3,1.0,1,"8,775",CollgCr,5,13,"126,000"
1081,"1,258",3,2.0,2,"11,040",NWAmes,6,37,"145,000"
1082,"1,040",3,1.5,1,"7,500",Sawyer,5,47,"133,000"
1083,"1,459",3,2.0,2,"8,749",CollgCr,7,5,"192,000"
1084,"1,251",3,1.0,1,"8,800",NAmes,6,42,"160,000"
1085,"1,498",3,2.5,2,"13,031",Gilbert,6,11,"187,500"
1086,996,2,1.0,2,"9,069",SawyerW,6,18,"147,000"
1087,"1,092",3,1.5,1,"1,974",MeadowV,4,37,"83,500"
1088,"1,953",3,2.5,3,"10,574",Somerst,8,4,"252,000"
1089,"1,709",3,2.0,2,"2,522",Edwards,7,2,"137,500"
1090,"1,247",1,1.5,2,"3,316",Somerst,8,1,"197,000"
1091,"1,040",2,2.0,2,"8,544",NAmes,3,59,"92,900"
1092,"1,252",2,2.5,2,"2,160",Somerst,7,9,"160,000"
1093,"1,694",4,2.0,2,"8,400",SWISU,6,83,"136,500"
1094,"1,200",1,1.5,2,"9,230",NAmes,5,41,"146,000"
1095,936,2,1.0,1,"5,868",NAmes,5,54,"129,000"
1096,"1,314",3,2.0,2,"9,317",CollgCr,6,1,"176,432"
1097,"1,355",3,1.5,0,"6,882",IDOTRR,6,93,"127,000"
1098,"1,088",2,1.5,2,"3,696",StoneBr,8,21,"170,000"
1099,"1,324",3,1.0,1,"6,000",BrkSide,4,73,"128,000"
1100,"1,601",3,2.0,2,"11,880",NWAmes,7,31,"157,000"
1101,438,1,1.0,1,"8,400",SWISU,2,89,"60,000"
1102,950,3,1.0,1,"9,758",NAmes,5,36,"119,500"
1103,"1,134",2,1.0,1,"7,000",NAmes,5,47,"135,000"
1104,"1,194",3,1.0,2,"8,910",NAmes,6,47,"159,500"
1105,"1,302",3,2.5,2,"2,016",BrDale,5,37,"106,000"
1106,"2,622",3,2.5,2,"12,256",NoRidge,8,16,"325,000"
1107,"1,442",3,2.0,2,"10,357",SawyerW,7,17,"179,900"
1108,"2,021",3,2.5,2,"23,257",Gilbert,7,0,"274,725"
1109,"1,690",3,2.5,2,"8,063",Gilbert,6,7,"181,000"
1110,"1,836",3,2.0,3,"11,362",NridgHt,8,5,"280,000"
1111,"1,658",3,2.5,2,"8,000",Gilbert,6,13,"188,000"
1112,"1,964",4,2.5,2,"10,480",NWAmes,7,32,"205,000"
1113,816,2,1.0,1,"7,100",NAmes,5,49,"129,900"
1114,"1,008",2,1.0,1,"8,923",NAmes,5,54,"134,500"
1115,833,2,1.0,1,"5,400",OldTown,5,52,"117,000"
1116,"1,734",3,2.0,3,"12,085",NridgHt,8,0,"318,000"
1117,"1,419",3,2.5,2,"7,750",Gilbert,8,7,"184,100"
1118,894,3,1.0,2,"9,764",Sawyer,5,41,"130,000"
1119,"1,601",3,1.0,1,"13,825",Sawyer,5,50,"140,000"
1120,"1,040",3,1.0,1,"7,560",NAmes,5,47,"133,700"
1121,"1,012",2,1.0,1,"8,263",IDOTRR,6,87,"118,400"
1122,"1,552",3,2.0,3,"10,084",CollgCr,7,1,"212,900"
1123,960,3,1.0,1,"8,926",Edwards,4,53,"112,000"
1124,698,2,1.0,0,"9,405",Edwards,5,62,"118,000"
1125,"1,482",3,2.5,2,"9,125",Gilbert,7,15,"163,900"
1126,"1,005",2,1.0,2,"10,434",NAmes,4,54,"115,000"
1127,"1,555",2,2.0,3,"3,684",Blmngtn,7,2,"174,000"
1128,"1,530",3,2.0,3,"14,572",Gilbert,7,3,"259,000"
1129,"1,959",4,2.5,2,"11,796",Gilbert,7,3,"215,000"
1130,936,2,1.0,2,"7,200",OldTown,5,27,"140,000"
1131,"1,981",4,2.0,2,"7,804",SWISU,4,81,"135,000"
1132,974,3,1.0,0,"10,712",Mitchel,5,16,"93,500"
1133,"2,210",5,2.0,1,"9,900",OldTown,6,127,"117,500"
1134,"2,020",3,2.5,2,"9,828",SawyerW,8,14,"239,500"
1135,"1,600",3,2.5,2,"8,773",Gilbert,6,10,"169,000"
1136,986,2,1.0,1,"6,180",BrkSide,6,81,"102,000"
1137,"1,252",3,1.0,1,"9,600",NAmes,6,58,"119,000"
1138,"1,020",2,1.0,0,"6,342",Sawyer,5,135,"94,000"
1139,"1,567",2,2.0,2,"9,819",Mitchel,6,32,"196,000"
1140,"1,167",3,1.0,2,"8,731",BrkSide,5,87,"144,000"
1141,952,2,1.0,2,"7,350",NAmes,5,57,"139,000"
1142,"1,868",4,2.5,2,"10,304",NWAmes,5,33,"197,500"
1143,"2,828",4,3.0,3,"9,965",CollgCr,8,1,"424,870"
1144,"1,006",3,1.0,0,"9,000",Sawyer,5,49,"80,000"
1145,924,2,1.0,1,"12,180",Edwards,4,69,"80,000"
1146,"1,576",3,1.0,1,"6,240",BrkSide,5,78,"149,000"
1147,"1,298",3,2.0,2,"11,200",SawyerW,6,21,"180,000"
1148,"1,564",3,1.5,1,"12,000",Crawfor,7,68,"174,500"
1149,"1,111",2,1.0,1,"5,700",OldTown,7,82,"116,900"
1150,"1,482",3,1.0,2,"9,000",OldTown,7,89,"143,000"
1151,932,2,1.0,1,"8,280",NAmes,6,57,"124,000"
1152,"1,466",3,1.5,2,"17,755",Edwards,5,47,"149,900"
1153,"1,811",2,1.0,2,"14,115",Crawfor,6,50,"230,000"
1154,816,2,1.0,1,"5,890",IDOTRR,6,78,"120,500"
1155,"1,820",4,2.0,2,"13,700",NAmes,7,43,"201,800"
1156,"1,437",3,2.0,2,"10,768",Veenker,5,31,"218,000"
1157,"1,265",3,2.0,2,"9,350",NAmes,5,43,"179,900"
1158,"1,314",2,2.0,2,"5,001",NridgHt,7,2,"230,000"
1159,"1,580",3,2.0,3,"11,932",Somerst,8,1,"235,128"
1160,"1,876",4,2.5,2,"9,120",NWAmes,6,34,"185,000"
1161,"1,456",3,2.5,2,"2,280",NPkVill,6,32,"146,000"
1162,"1,640",3,1.0,2,"14,778",Crawfor,6,54,"224,000"
1163,894,3,1.0,2,"8,724",Sawyer,5,39,"129,000"
1164,"1,258",0,1.0,2,"12,900",Sawyer,4,39,"108,959"
1165,"1,432",2,1.5,2,"16,157",Veenker,5,29,"194,000"
1166,"1,502",3,2.0,2,"9,541",NridgHt,7,0,"233,170"
1167,"1,694",3,2.0,3,"10,475",CollgCr,8,2,"245,350"
1168,"1,671",3,2.5,2,"10,852",Gilbert,6,6,"173,000"
1169,"2,108",4,2.0,2,"13,728",Edwards,6,73,"235,000"
1170,"3,627",4,3.5,3,"35,760",NoRidge,10,11,"625,000"
1171,"1,118",3,1.0,1,"9,880",Mitchel,6,31,"171,000"
1172,"1,261",3,1.0,2,"9,120",NAmes,6,50,"163,000"
1173,"1,250",2,2.5,2,"4,017",Somerst,7,2,"171,900"
1174,"3,086",3,3.0,0,"18,030",ClearCr,5,61,"200,500"
1175,"2,345",4,2.5,2,"16,560",Crawfor,6,74,"239,000"
1176,"2,872",4,2.5,2,"10,678",NoRidge,8,15,"285,000"
1177,923,3,1.0,1,"6,951",Mitchel,5,24,"119,500"
1178,"1,224",3,1.0,1,"3,950",OldTown,6,83,"115,000"
1179,"1,343",3,1.5,1,"7,681",Crawfor,5,88,"154,900"
1180,"1,124",3,1.0,0,"8,335",Edwards,5,52,"93,000"
